route_id,stop_name,stop_order
Bilal Coach,Gulberg Textile Mill,23
Bilal Coach,Sessi hospital,24
Bilal Coach,Labour Sqaure,25
Bilal Coach,PMTF Colony,26
Bismillah Coach,Surjani Town Sector 9,1
Bismillah Coach,Two Minutes Chowrangi,2
Bismillah Coach,Nagan Chowrangi,3
Bismillah Coach,Power House,4
Bismillah Coach,Sohrab Goth,5
Bismillah Coach,Aisha Manzil,6
Bismillah Coach,Liaquatabad,7
Bismillah Coach,Goro Mandir,8
Bismillah Coach,Numaish,9
Bismillah Coach,Tower,10
Bismillah Coach,Mauripur,11
Bismillah Coach,Gulbai,12
Bismillah Coach,Shershah,13
Bismillah Coach,Ghani Chowrangi,14
Bismillah Coach,College Chowrangi,15
Bismillah Coach,S.I.T.E Police Station,16
Bismillah Coach,Metroville,17
Bismillah Coach,Frontier More,18
Bismillah Coach,Mominabad,19
Bismillah Coach,Saeedabad,20
Bismillah Coach,Nai Abadi,21
Burki Coach,Maymar Complex,1
Burki Coach,Al-Asif Square,2
Burki Coach,Sohrab Goth,3
Burki Coach,Water Pump,4
Burki Coach,Karimabad,5
Burki Coach,Liaquatabad No. 10,6
Burki Coach,Teen Hatti,7
Burki Coach,Goro Mandir,8
Burki Coach,Numaish,9
Burki Coach,M.A Jinnah Road,10
Burki Coach,Jama Cloth,11
Burki Coach,Tower,12
Burki Coach,Keamari,13
C,Saddar,1
C,Lucky Star,2
C,Jinnah Hospital,3
C,Kala Pul,4
C,Korangi Road,5
C,Korangi No. 5 1/2,6
C,Market No. 6,7
C,Dhobi Ghat,8
C-1,Shirin Jinnah Colony,1
C-1,Kharkar Chowrangi,2
C-1,Bath Island,3
C-1,United Printing,4
C-1,Sultanabad,5
C-1,Haji Camp,6
C-1,PIDC,7
C-1,Station,8
C-1,Doctor Dawood Pota Road,9
C-1,Lucky Star,10
C-1,Jinnah Hospital,11
C-1,Kala Pul,12
C-1,Korangi Road,13
C-1,Akhter Colony,14
C-1,Singer Chowrangi,15
C-1,Qayyumabad,16
C-1,Korangi Industrial Area,17
C-1,Darul-uloom,18
C-1,Bilal Colony,19
C-1,Singer Chowrangi,20
C-1,K Area,21
C-1,Landhi no. 3,22
C-1,Landhi No.4,23
C-1,Dowood Chowrangi,24
C-1,Manserah Colony,25
C-1,Nabbu Goth,26
C-19,Mansoor Nagar,1
C-19,Orangi Town,2
C-19,Dabba Mour,3
C-19,Islam Chowk,4
C-19,Disco Mour,5
C-19,Orangi No. 14,6
C-19,Orangi No. 13,7
C-19,Orangi No. 12,8
C-19,Orangi No. 5,9
C-19,Orangi No. 4,10
C-19,Metroville,11
C-19,Zia Colony,12
C-19,Site Thana,13
C-19,Politechnical,14
C-19,Philips Company,15
C-19,Rashidabad,16
C-19,Mohajir Camp No. 7,17
C-19,Nai Abadi,18
C-25,Abidabad Orangi,1
C-25,Zia-ul-Haq Colony,2
C-25,Metroville,3
C-25,Orangi No. 4,4
C-25,Orangi No. 5,5
C-25,Metro Cinema,6
C-25,Banaras Chowk,7
C-25,Abdullah College,8
C-25,Aziz Medical Centre,9
C-25,Shahra-e-Soori,10
C-25,Shahra-e-Humayun,11
C-25,A.P.W.A College,12
C-25,Shahra-e-Pakistan,13
C-25,Star Centre,14
C-25,Shahdibagh,15
C-25,Samdani Hospital,16
C-25,Gulshan Chowrangi,17
C-25,Disco Bakery,18
C-25,Leemu Goth,19
C-25,Quaid-e-Azam Colony,20
C-25,Sahafi Colony,21
C-25,Metroville 3,22
C-5,Gulzar Colony Sector 8-F,1
C-5,Sharafa Goth,2
C-5,Mansehra Colony,3
C-5,Dawood Chowrangi,4
C-5,Quaidabad,5
C-5,Malir City,6
C-5,Malir Halt,7
C-5,Drigh Road,8
C-5,Karsaz,9
C-5,Stadium,10
C-5,Hassan Square,11
C-5,Liaquatabad No.10,12
C-5,Petrol Pump,13
C-5,Nazimabad,14
C-5,Habib Bank,15
C-5,Banaras Chowk,16
C-5,Qasba Mour,17
C-5,Orangi No. 13,18
C-5,Orangi No. 6,19
C-5,Orangi No.8,20
C-5,Orangi No.13,21
C-5,Orangi No.14,22
C-5,GUkshan-e- Behar,23
City Coach,Khuwaja Ajmer Nagri,1
City Coach,U.P Mour,2
City Coach,Nagan Chowrangi,3
City Coach,Erum Shopping Centre,4
City Coach,Buffer Zone Sector 16-A,5
City Coach,Peoples Chowrangi,6
City Coach,Rasheed Turabi Road,7
City Coach,Ziauddin Hospital,8
City Coach,Karimabad,9
City Coach,Liaquatabad,10
City Coach,Teen Hatti,11
City Coach,Jail Road,12
City Coach,Shaheed-e-Millat Road,13
City Coach,Khalid Bin Waleed Road,14
City Coach,Nursery,15
City Coach,Shahrah-e- Faisal,16
City Coach,Kalapul,17
City Coach,Sunset Blvd,18
City Coach,Gizri,19
City Coach,Khayaban-e-Shamsheer,20
City Coach,Abdullah Shah Ghazi Mazar,21
City Coach,Shahrah-e-Galib,22
D-1,Gulshan-e-Hadid,1
D-1,Quaidabad,2
D-1,Malir,3
D-1,Star Gate,4
D-1,Karsaz,5
D-1,Stadium,6
D-1,HassanSquare,7
D-1,Liaquatabad No. 10,8
D-1,Nazimabad No. 2,9
D-1,Habib Bank,10
D-1,Manghopir Road,11
D-1,Valika Mills,12
D-1,Metroville,13
D-1,Frontier Mour,14
D-1,Mominabad,15
D-1,Faqir Colony,16
D-1,Abidabad,17
D-11,Bilal Colony,1
D-11,Mills Area,2
D-11,Sharafi Goth,3
D-11,Mansehra Colony,4
D-11,Dawood Chowrangi,5
D-11,Quaidabad,6
D-11,Malir City,7
D-11,Drigh Road,8
D-11,Karsaz,9
D-11,Studium,10
D-11,HassanSquare,11
D-11,Gharibabad,12
D-11,Liaquatabad,13
D-11,Petrol Pump,14
D-11,Nazimabad,15
D-11,Habib Bank,16
D-11,Valika Mills,17
D-11,Habib Chowrangi,18
D-11,College Chowrangi,19
D-11,Labour Square,20
D-11,Rasheedabad,21
D-11,Zam Zam Chowk,22
D-11,Saeed Abad,23
D-11,Mohammad Khan Colony,24
D-12,Rahri Goth,1
D-12,Qazzafi Town,2
D-12,Quaidabad,3
D-12,Malir Halt,4
D-12,Star Gate,5
D-12,Drigh Road,6
D-12,Station,7
D-12,Labour Campus,8
D-12,Rashid Minhas Road,9
D-12,N.I.P.A,10
D-12,Gulshan-e-Iqbal,11
D-12,Water Pump,12
D-12,Sakhi Hassan,13
D-12,Qalandaria Chowk,14
D-12,Gulshan-e-Farooq 7-D Qabrustan,15
D-13,Surjani Town,1
D-13,U.P Mour,2
D-13,Nagin Chowrangi,3
D-13,Power House,4
D-13,Sohrab Goth,5
D-13,Shafiq Mills,6
D-13,N.I.P.A,7
D-13,Rashid Minhas Road,8
D-13,Drigh Road,9
D-13,Quaidabad,10
D-13,Dawood Chowrangi,11
D-13,Chawal Godown,12
D-13,Sherpao Colony,13
D-14,Surjani Town,1
D-14,New Karachi,2
D-14,U.P Mour,3
D-14,Nagan Chowrangi,4
D-14,Hyderi,5
D-14,Nazimabad Chowrangi No. 1,6
D-14,Patel Para,7
D-14,Goru Mandir,8
D-14,Jamshed Road,9
D-14,Shaheed-e-Millat Road,10
D-14,Shahra-e-Faisal,11
D-14,Malir Halt,12
D-14,Quaidabad,13
D-14,Mahtab Cinema,14
D-14,Sherpao Colony,15
D-14,Hospital Chorangi,16
D-14,Metroville 2,17
D-17,Surjani Town,1
D-17,Karim Chowrangi,2
D-17,D.K Mour,3
D-17,Kala School,4
D-17,KDA,5
D-17,W.F Mour,6
D-17,Nagan Chowrangi,7
D-17,Power House,8
D-17,Sohrab Goth,9
D-17,N.I.P.A,10
D-17,Rashid Minhas Road,11
D-17,Shara-e-Faisal,12
D-17,Star Gate,13
D-17,Kala Board,14
D-17,Quaidabad,15
D-17,Dawood Chowrangi,16
D-17,Mansehra Colony,17
D-17,Sharafi Goth,18
D-17,Bilal Colony,19
D-17,Camra Chowrangi,20
D-17,Biscuit Factory,21
D-17,Qayyumabad,22
D-18,Bhense Colony,1
D-18,Quaidabad,2
D-18,Malir,3
D-18,Drigh Road,4
D-18,Rashid Minhas Road,5
D-18,N.I.P.A,6
D-18,Sohrab Goth,7
D-18,Shafi Mour,8
D-18,Nagan Chowrangi,9
D-18,Maria Hill Luxury Appartments,10
D-18,Shadman Town,11
D-18,Qalandari Chowk,12
D-18,Nusrat Buttho Colony,13
D-18,Kawari Colony,14
D-18,Landhi,15
D-18,New Sultanabad,16
D-19,Saddi Garden Scheme No. 33,1
D-19,Filter Plant,2
D-19,Saddi Town,3
D-19,Safora Goth,4
D-19,Mosamiat,5
D-19,University Road,6
D-19,Safari Park,7
D-19,N.I.P.A,8
D-19,Urdu College,9
D-19,Hassan Square,10
D-19,Sabzi Mandi,11
D-19,New Town Chowrangi,12
D-19,Kashmir Chowrangi,13
D-19,Islamia College,14
D-19,Goru Mandir,15
D-19,Numaish,16
D-19,Tibet Centre,17
D-19,Saeed Manzil,18
D-19,Jama Cloth,19
D-19,Light House,20
D-19,Denso Hall,21
D-19,Kemari,22
D-2,Sharafi Goth,1
D-2,Farooq Mills,2
D-2,Mansehra Colony,3
D-2,Future Colony,4
D-2,Dawood Chowrangi,5
D-2,Quaidabad,6
D-2,Malir Road,7
D-2,Drigh Road,8
D-2,Station,9
D-2,Drive-In,10
D-2,Rashid Minhas Road,11
D-2,N.I.P.A,12
D-2,Sohrab Goth,13
D-2,Al-Noor Stop,14
D-2,2-D Bus Stop,15
D-2,Gulberg Chowrangi,16
D-2,Sakhi Hassan,17
D-2,KDA Flats Sector 14-A,18
D-2,KDA Flats Sector 14-B,19
D-2,B-3 Mini Bus Stop,20
D-22,Dockyard,1
D-22,Fisheries,2
D-22,Sherpao Colony,3
D-22,Fish Harbour,4
D-22,Ibrahim,5
D-22,Hyderi,6
D-22,PAF,7
D-22,Korangi,8
D-22,Qayyumabad,9
D-22,Punjab Colony,10
D-22,Schon Chowrangi,11
D-22,Boat Basin Chowragni,12
D-22,Mai Kalachi Road,13
D-22,Fisheries,14
D-22,Rehri Road,15
D-25,Bhense Colony,1
D-25,Hospital Chowrangi,2
D-25,Qazafi Town,3
D-25,Quaidabad,4
D-25,Malir,5
D-25,Drigh Road,6
D-25,Shahra-e- Faisal,7
D-25,Jinnah Hospital,8
D-25,Cannt. Station,9
D-25,P.I.D.C House,10
D-25,Sultanabad,11
D-25,Tower,12
D-25,Purana Truck Stand,13
D-25,Gulbai,14
D-25,Shershah,15
D-25,Hub River Road,16
D-25,Police Training School,17
D-25,Rubi Cinema,18
D-25,Saeedabad,19
D-29,Chamra Chowrangi,1
D-29,Zia Colony,2
D-29,Nasir Colony,3
D-29,Korangi No. 1,4
D-29,Korangi No. 2-1/2,5
D-29,Coast Gard,6
D-29,Hyderi,7
D-29,Chaghi,8
D-29,Bangali Para,9
D-29,Tanver Mahal Cinema,10
D-29,Korangi No. 5-1/2,11
D-29,Korangi No. 6,12
D-29,Landhi No. 6,13
D-29,Landhi No. 5,14
D-29,Landhi No. 4,15
D-29,Landhi No. 3,16
D-29,Landhi No. 2,17
D-29,Landhi No.1,18
D-29,Dawood Chowrangi,19
D-29,Quaidabad,20
D-29,Gaddafi Town,21
D-3,Airport,1
D-3,Star Gate,2
D-3,Terminal Building,3
D-3,National Highway,4
D-3,Gora Qabrustan,5
D-3,Jet Line,6
D-3,Iqbal Shaheed Road,7
D-3,Fleet Club,8
D-3,Mansfield Street,9
D-3,Shahra-e-Iraq,10
D-3,Talpur Road,11
D-3,Wellington Street,12
D-3,Dawood Pota Road,13
D-3,Station,14
D-3,PIDC House,15
D-3,Sultanabad Chowrang,16
D-3,NSC Building,17
D-3,Tower,18
D-3,Mari Pur,19
D-3,Gulbai,20
D-3,Sher Shah Chowrangi,21
D-3,Ghani Chowrangi,22
D-3,Labour Square,23
D-3,Power House,24
D-3,Metroville,25
D-3,Zia Colony,26
D-6,Khokhrapar,1
D-6,Malir No. 15,2
D-6,Nihal Hospital,3
D-6,Allama Iqbal College,4
D-6,NathaKhan Goth,5
D-6,Drigh Road,6
D-6,Karsaz,7
D-6,Baloch Colony,8
D-6,Nursery,9
D-6,Gora Qabrustan,10
D-6,JetLine,11
D-6,Iqbal Shaheed Road,12
D-6,Fleet Club,13
D-6,Mansfield Street,14
D-6,Shahra-e-Iraq,15
D-6,Talpur Road,16
D-6,Rafique Shaheed Road,17
D-6,Jinnah Hospital,18
D-6,Kala Pul,19
D-6,Masjid-e-Quba,20
D-7,Sector No. 2 Majeed Colony,1
D-7,Muzaffarabad Colony,2
D-7,Social Security Hospital,3
D-7,Gul Ahmed Textile Mills,4
D-7,Dawood Chowrangi,5
D-7,Quaidabad,6
D-7,Malir Halt,7
D-7,Natha Khan Goth,8
D-7,Drigh Road,9
D-7,Station,10
D-7,Dalmia Chowrangi,11
D-7,Gulshan Complex,12
D-7,N.I.P.A,13
D-7,Gulshan Chowrangi,14
D-7,Sohrab Goth,15
D-7,Al-Asif Square,16
D-7,New Sabzi Mandi,17
D-8,Bhense Colony,1
D-8,Dawood Chowrangi,2
D-8,Quaidabad,3
D-8,Malir City,4
D-8,Drigh Road,5
D-8,Karsaz,6
D-8,Stadium,7
D-8,Hassan Square,8
D-8,Liaquatabad No. 10,9
D-8,Nazimabad,10
D-8,Habib Bank,11
D-8,Shershah Chowrangi,12
D-8,Gulbai,13
D-8,Masroor Colony,14
D-9,Bhense Colony,1
D-9,Landhi Children Jail,2
D-9,National Highway,3
D-9,Quaidabad,4
D-9,MalirCity,5
D-9,Drigh Road,6
D-9,Karsaz,7
D-9,Hassan Square,8
D-9,Liaquatabad No. 10,9
D-9,Petrol Pump,10
D-9,Nazimabad No. 2,11
D-9,Habib Bank,12
D-9,Sharshah,13
D-9,Frontier Colony,14
D-9,Orangi No. 4,15
D-9,FaqirColony,16
D-9,Ittehad Colony,17
D-9,Khyber,18
Data Coach,Surjani Town Sector 10-V,1
Data Coach,K.D.A Site office,2
Data Coach,Surjani Roundabout,3
Data Coach,Disco Mour,4
Data Coach,Sindhi Hotel,5
Data Coach,Power House,6
Data Coach,Sohrab Goth,7
Data Coach,N.I.P.A,8
Data Coach,Sabzi Mandi,9
Data Coach,Bahadurabad,10
Data Coach,Tariq Road,11
Data Coach,Society Qabrustan,12
Data Coach,Shahra-e-Quaideen,13
Data Coach,Nursery,14
Data Coach,F.T.C,15
Data Coach,Jinnah Hospital,16
Data Coach,Askari Appartment,17
Data Coach,Cantt,18
Data Coach,Khaliquzaman Road,19
Data Coach,Abdullah Shah Ghazi Mazar,20
Data Coach,Halipad,21
Dawn Coach,Gulshan-e-Hadeed,1
Dawn Coach,Machine Tool Factory,2
Dawn Coach,Bhense Colony,3
Dawn Coach,Baocha Jail,4
Dawn Coach,Shafi Goth,5
Dawn Coach,Manzil Pump,6
Dawn Coach,Qazzafi Town,7
Dawn Coach,Quaidabad,8
Dawn Coach,Myrghi Khana,9
Dawn Coach,Malook Hotel,10
Dawn Coach,Malir,11
Dawn Coach,Kala Board,12
Dawn Coach,Malir Halt,13
Dawn Coach,Chota Gate,14
Dawn Coach,Drigh Road,15
Dawn Coach,Karsaz,16
Dawn Coach,Nursery,17
Dawn Coach,Shahrah-e-Quaideen,18
Dawn Coach,Khudadad Colony,19
Dost Flying Coach,Ittehad Town,1
Dost Flying Coach,Nai Abadi,2
Dost Flying Coach,Mohajir Camp No. 7,3
Dost Flying Coach,Mohajir Camp No. 8,4
Dost Flying Coach,Shershah,5
Dost Flying Coach,Siemens Chowrangi,6
Dost Flying Coach,Bara Board,7
Dost Flying Coach,Bismillah Hotel,8
Dost Flying Coach,Garden,9
Dost Flying Coach,Numaish,10
Dost Flying Coach,Shahra-e-Quiadeen,11
Dost Flying Coach,Khalid Bin Walid Road,12
Dost Flying Coach,Drigh Road,13
Dost Flying Coach,Station,14
Dost Flying Coach,Star Gate,15
Dost Flying Coach,Malir Halt,16
Dost Flying Coach,Jinnah Avenue,17
Dost Flying Coach,Model Colony,18
F-10,Rehri,1
F-10,Geedar Colony,2
F-10,Hospital Chowrangi,3
F-10,Gul Ahmed Mills,4
F-10,Dawood Chorangi,5
F-10,Landhi No. 1,6
F-10,Landhi No. 2,7
F-10,Landhi No. 3,8
F-10,Landhi No. 4,9
F-10,Landhi No. 5,10
F-10,Landhi No. 6,11
F-10,Korangi No. 6,12
F-10,Korangi No. 5,13
F-10,Korangi No. 4,14
F-10,Korangi No. 3,15
F-10,Korangi No. 2,16
F-10,Korangi No. 1,17
F-10,Qayyumabad,18
F-10,Akhter Colony,19
F-10,Kalapul,20
F-10,Jinnah Hospital,21
F-10,Cantt. Station,22
F-10,Dr. Zia-uddin Road,23
F-10,P.I.D.C,24
F-10,Molvi Tameez-uddin Road,25
F-10,Sultanabad,26
F-10,Masan Road,27
F-10,Shireen Jinnah Colony,28
F-11,Cattle Colony,1
F-11,Gul Ahmed Mills,2
F-11,Dawood Chowrangi,3
F-11,Landhi No. 1,4
F-11,Korangi No. 6,5
F-11,Korangi No. 1,6
F-11,Defence Society,7
F-11,Gora Qabristan,8
F-11,Shahrah-e-Quaideen,9
F-11,Khalid Bin Waleed Road,10
F-11,Shaheed-e- Millat Road,11
F-11,Jail Chowrangi,12
F-11,Sabzi Mandi,13
F-11,University Road,14
F-11,Hasan Square,15
F-11,N.I.P.A,16
F-11,Gulshan-e- Iqbal,17
F-11,Water Pump,18
F-11,Gulberg,19
F-11,Sakhi Hassan,20
F-11,Qalandaria Chowk,21
F-11,Mustafabad Colony,22
F-11,Mian Wali Colony,23
F-12,Sharafi Goth,1
F-12,Singer Chowrangi,2
F-12,Bilal Chowrangi,3
F-12,Hazrat Bilal Colony,4
F-12,Bilal Pulia,5
F-12,Chamra Chowrangi,6
F-12,Biscuit Factory,7
F-12,Qayyumabad,8
F-12,Akhter Colony,9
F-12,Defence Society,10
F-12,Kala Pul,11
F-12,Gora Qabristan,12
F-12,Sindhi Muslim Society,13
F-12,Shahrah-e-Quaideen,14
F-12,Khudadad Colony,15
F-12,Old Numaish,16
F-12,M.A.Jinnah Road,17
F-12,Jama Cloth Market,18
F-12,Tower,19
F-12,West Warf,20
F-12,Dock Yard,21
F-13,Dhani Bux Goth,1
F-13,Pahlwan Goth,2
F-13,Al-Shifa,3
F-13,Terminal No. 4,4
F-13,Malir Halt,5
F-13,Quaidabad,6
F-13,Dawood Chowrangi,7
F-13,Landhi No. 4,8
F-13,36-B Area,9
F-13,Mills Area,10
F-13,Bilal Colony,11
F-13,Kala Pul,12
F-13,Jinnah Hospital,13
F-13,Cantt Station,14
F-13,Gizri,15
F-14,Hyderi,1
F-14,Bhittai Colony,2
F-14,Qayyumabad,3
F-14,Tooba Masjid,4
F-14,Kala Pul,5
F-14,Jinnah Hospital,6
F-14,Cantt Station,7
F-14,Dr. Ziauddin Ahmed Road,8
F-14,P.I.D.C,9
F-14,Pakistan Chowk,10
F-14,Civil Hospital,11
F-14,K.M.C Work Shop,12
F-14,Spensor Eye Hospital,13
F-14,Bhitai Road,14
F-14,Baghdadi,15
F-14,Agha Khan Road,16
F-14,Jamat Khana,17
F-14,I.C.I,18
F-14,Fisheries,19
F-15,Badhni Goth,1
F-15,Naval Colony,2
F-15,Grace Mauripur,3
F-15,Gulbai,4
F-15,Mauripur Truck Adda,5
F-15,G. Allana Road,6
F-15,Tower,7
F-15,City Station,8
F-15,Khairabad,9
F-15,P.I.D.C,10
F-15,Taj Hotel,11
F-15,Punjab Colony,12
F-15,Sunset Bulevard,13
F-15,Akhter Colony,14
F-15,Qayyumabad,15
F-15,Korangi Crossing,16
F-15,Allahwala Town,17
F-15,Gulzar Colony,18
F-16,Qasba Colony,1
F-16,Manghopir Road,2
F-16,Nusrat Bhutto Colony,3
F-16,Sakhi Hasan,4
F-16,Hyderi,5
F-16,Dr. Ziauddin Hospital,6
F-16,Karimabad,7
F-16,Liaquatabad,8
F-16,Teen Hati,9
F-16,Guru Mandir,10
F-16,Numaish,11
F-16,Khudadad Colony,12
F-16,Nursery,13
F-16,Gora Qabristan,14
F-16,Defence,15
F-16,Akhter Colony,16
F-16,Korangi No. 1,17
F-16,Korangi No. 3,18
F-16,Korangi No. 5 1/2,19
F-16,Korangi No. 5,20
F-16,Dhobi Ghat,21
F-16,Degree College,22
F-16,Korangi Market,23
F-16,Korangi No. 6,24
F-16,Landhi No. 6,25
F-16,Landhi No.1,26
F-16,Dawood Chowrangi,27
F-16,Gul Ahmed,28
F-16,Hospital Chowrangi,29
F-16,labour Square,30
F-16,Machine Tool Factory,31
F-17,Ziaul Haq Colony,1
F-17,Mominabad,2
F-17,Orangi No. 4,3
F-17,Orangi No. 5,4
F-17,Metro Cinema,5
F-17,Banaras Chowk,6
F-17,Abdullah College,7
F-17,Paposh Nagar,8
F-17,Nazimabad Petrol Pump,9
F-17,Liaquatabad No. 10,10
F-17,Teen Hati,11
F-17,Guru Mandir,12
F-17,Numaish,13
F-17,Shahrah-e-Quaideen,14
F-17,Nusery,15
F-17,Gora Qabristan,16
F-17,Kala Pul,17
F-17,Defence,18
F-17,Akhtar Colony,19
F-17,Qayyumabad,20
F-17,Chamra Chowrangi,21
F-17,Industrial Area,22
F-17,Bilal Colony,23
F-17,Bismillah Stop,24
F-17,Dhobi Ghat,25
F-2,Rafi Bunglows,1
F-2,Azeem Pure,2
F-2,Millat Town,3
F-2,Reta Plot,4
F-2,Shah Faisal Colony,5
F-2,Sangan Cinema,6
F-2,Colony Gate,7
F-2,Shahrah-e-Failsal,8
F-2,Shaheed-e-Millat,9
F-2,Tariq Road,10
F-2,Shahrah-e-Quaideen,11
F-2,Kashmir Road,12
F-2,Dada Bhai Nooroji Road,13
F-2,Directorate Of School Road,14
F-2,Guru Mandir,15
F-2,Soldier Bazar,16
F-2,Juna Market,17
F-2,Kharadar,18
F-2,Bughdadi Agra Taj,19
F-2,GUlbai,20
F-2,PAF Masroor,21
F-2,Mari Pur,22
F-22,Mianwali Colony,1
F-22,Qasba Mour,2
F-22,Banaras Chowk,3
F-22,Abdullah College,4
F-22,Paposh Nagar,5
F-22,Abbasi Shaheed Hospital,6
F-22,Nazimabad Petrol Pump,7
F-22,Gulbehar Chowrangi,8
F-22,Bara Board,9
F-22,Garden,10
F-22,Dhobi Ghat,11
F-22,Bakrapiri,12
F-22,Miran Naka,13
F-22,Agra Taj,14
F-22,Behar Colony,15
F-22,Mauripur Road,16
F-22,I.C.I Bridge,17
F-22,Fisheries,18
F-25,Sabzi Mandi,1
F-25,Maymar Plaza,2
F-25,Sohrab Goth,3
F-25,Nagan Chowrangi,4
F-25,Maria Hill View,5
F-25,Luxury Appartments Habibia Chowk,6
F-25,Shadman Town Qalandria Chowk,7
F-25,Shipowner College,8
F-25,Pahar Gang Abdullah College,9
F-25,Banaras,10
F-25,Orangi No. 4,11
F-25,Orangi No. 5,12
F-25,Frontier Mor,13
F-25,Mominabad,14
F-25,Faqir Colony,15
F-3,P.I.B Colony,1
F-3,Jamshed Road,2
F-3,Jinnah Mazar,3
F-3,Plaza,4
F-3,Regal,5
F-3,Frere Road,6
F-3,Masjid-e-Khizran,7
F-3,Shahrah-e-Iraq,8
F-3,Lucky Star,9
F-3,Kala Pul,10
F-3,Defence Society,11
F-3,Korangi Road,12
F-3,Akhter Colony,13
F-3,Police Chowki,14
F-3,Korangi No. 1,15
F-3,Korangi No. 3,16
F-3,Korangi No. 6,17
F-3,Landhi Petrol Pump,18
F-3,Dawood Mills,19
F-3,Geedar Colony,20
F-4,Korangi No. 4,1
F-4,Landhi No. 6,2
F-4,Quaidabad,3
F-4,Malir City,4
F-4,Star Gate,5
F-4,Nata Khan,6
F-4,Drigh Road,7
F-4,Karsaz,8
F-4,Nursery,9
F-4,Gora Qabristan,10
F-4,Jutland Lines,11
F-4,St. Patrick High School,12
F-4,Shahrah-e-Iraq,13
F-4,Mir Karam Ali Talpur Road,14
F-4,Raja Ghazanfar Ali Road,15
F-5,Korangi No.1,1
F-5,Quaidabad,2
F-5,Drigh Road,3
F-5,Gora Qabristan,4
F-5,Jet lines,5
F-5,Iqbal Sheed Road,6
F-5,Fleet CLub,7
F-5,Sarwar Shaheed Road,8
F-5,Dawood Pota Road,9
F-5,Preedy Street,10
F-5,Regal,11
F-5,Shahrah-e-Liaquat,12
F-5,Burns Road,13
F-5,Pakistan Chowk,14
F-6,89 Bus Stop,1
F-6,Landhi No. 5,2
F-6,Korangi No. 5,3
F-6,Korangi No. 1,4
F-6,Akhter Colony,5
F-6,Kala Pul,6
F-6,Cantt. Public School,7
F-6,Cantt. Station,8
F-6,P.I.D.C,9
F-6,Tower,10
F-6,Custom House,11
F-6,West Wharf,12
F-6,Fisheries,13
F-7,Nasir Colony,1
F-7,Korangi No. 1,2
F-7,Korangi No. 5,3
F-7,Landhi No. 1,4
F-7,Quaidabad,5
F-7,Malir Halt,6
F-7,Colony Gate,7
F-7,Shabnam Cinema,8
F-7,Drigh Colony No. 5,9
F-8,Korangi Market,1
F-8,Korangi No. 5 1/2,2
F-8,Landhi No. 6,3
F-8,Babar Market,4
F-8,Dawood Chowrangi,5
F-8,Quaidabad,6
F-8,Malir,7
F-8,National Highway,8
F-8,Drigh Road,9
F-8,Karsaz,10
F-8,Nursery,11
F-8,Shahrah-e-Quaideen,12
F-8,Society Office,13
F-8,Old Numaish,14
F-8,M.A Jinnah Road,15
F-8,Tower,16
F-8,West Wharf,17
F-9,New Muzaffarabad Colony,1
F-9,Gul Ahmed Mills,2
F-9,Dawood Chowrangi,3
F-9,89 Bus Stop,4
F-9,Babar Market,5
F-9,Chiragh Hotel,6
F-9,Landhi No. 6,7
F-9,Auliya Masjid,8
F-9,Burmi Colony,9
F-9,Landhi K-Area,10
F-9,Korangi I-Area,11
F-9,Korangi No. 5,12
F-9,Korangi No. 1,13
F-9,Bhittai Colony,14
F-9,Korangi Crossing,15
F-9,Qayyumabad,16
F-9,Akhter Colony,17
F-9,Defence,18
F-9,Gora Qabristan,19
F-9,Shahrah-e-Quaideen,20
F-9,Khudadad Colony,21
F-9,M.A.Jinnah Road,22
F-9,Guru Mandir,23
F-9,Jahangeer Road,24
F-9,Tin Hatti,25
F-9,Liaquatabad No.10,26
F-9,Liaquatabad No. 4,27
F-9,Nazimabad,28
F-9,Habib Bank,29
F-9,Site,30
F-9,Pathan Colony,31
F-9,Abdul Hameed Badayuni College,32
Filly Coach,Labour Square,1
Filly Coach,Muzaffarabad Colony,2
Filly Coach,Gul Ahmed Mills,3
Filly Coach,Bilal Chowrangi,4
Filly Coach,Dawood Chowrangi,5
Filly Coach,Landhi No. 1,6
Filly Coach,Landhi No. 4,7
Filly Coach,Landhi No. 6,8
Filly Coach,Korangi No. 6,9
Filly Coach,Korangi No. 4,10
Filly Coach,Korangi No. 1,11
Filly Coach,Qayyumabad,12
Filly Coach,Akhter Colony,13
Filly Coach,Defence Society,14
Filly Coach,Dehli Colony,15
Filly Coach,Cantt Station,16
Filly Coach,Metropo,17
G,Court Road,1
G,Cross Frere Road,2
G,Mohan Road,3
G,M.A Jinnah Road,4
G,Garden Road,5
G,National Super Highway,6
G,Liaquatabad,7
G,Al-Azam Square,8
G-1,Dockyard,1
G-1,Tower,2
G-1,Frere Road,3
G-1,Empress Market,4
G-1,M.A Jinnah Road,5
G-1,Guru Mandir,6
G-1,Liaquatabad,7
G-1,Karimabad,8
G-1,Water Pump,9
G-1,Gulshan-e-Iqbal,10
G-10,Orangi Town,1
G-10,Zia Chowk,2
G-10,Iqbal Market 11 1/2 Orangi,3
G-10,Islam Chowk,4
G-10,Orangi No. 5,5
G-10,Banaras Chowk,6
G-10,Habib Bank,7
G-10,Petrol Pump,8
G-10,Nazimabad,9
G-10,Liaquatabad No. 10,10
G-10,Karimabad,11
G-10,Water Pump,12
G-10,Sohrab Goth,13
